Zip Code,Median earnings (dollars),"Median earnings (dollars) Agriculture, forestry, fishing and hunting","Median earnings (dollars) Mining, quarrying, and oil and gas extraction",Median earnings (dollars) Construction,Median earnings (dollars) Manufacturing,Median earnings (dollars) Wholesale trade,Median earnings (dollars) Retail trade,Median earnings (dollars) Transportation and warehousing,Median earnings (dollars) Utilities,Median earnings (dollars) Information,Median earnings (dollars) Finance and insurance,Median earnings (dollars) Real estate and rental and leasing,"Median earnings (dollars) Professional, scientific, and technical services",Median earnings (dollars) Management of companies and enterprises,Median earnings (dollars) Administrative and support and waste management services,Median earnings (dollars) Educational services,Median earnings (dollars) Health care and social assistance,"Median earnings (dollars) Arts, entertainment, and recreation",Median earnings (dollars) Accommodation and food services,"Median earnings (dollars) Other services, except public administration",Median earnings (dollars) Public administration,Median earnings (dollars) for male,"Median earnings (dollars) for male Agriculture, forestry, fishing and hunting","Median earnings (dollars) for male Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for male Construction,Median earnings (dollars) for male Manufacturing,Median earnings (dollars) for male Wholesale trade,Median earnings (dollars) for male Retail trade,Median earnings (dollars) for male Transportation and warehousing,Median earnings (dollars) for male Utilities,Median earnings (dollars) for male Information,Median earnings (dollars) for male Finance and insurance,Median earnings (dollars) for male Real estate and rental and leasing,"Median earnings (dollars) for male Professional, scientific, and technical services",Median earnings (dollars) for male Management of companies and enterprises,Median earnings (dollars) for male Administrative and support and waste management services,Median earnings (dollars) for male Educational services,Median earnings (dollars) for male Health care and social assistance,"Median earnings (dollars) for male Arts, entertainment, and recreation",Median earnings (dollars) for male Accommodation and food services,"Median earnings (dollars) for male Other services, except public administration",Median earnings (dollars) for male Public administration,Median earnings (dollars) for female,"Median earnings (dollars) for female Agriculture, forestry, fishing and hunting","Median earnings (dollars) for female Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for female Construction,Median earnings (dollars) for female Manufacturing,Median earnings (dollars) for female Wholesale trade,Median earnings (dollars) for female Retail trade,Median earnings (dollars) for female Transportation and warehousing,Median earnings (dollars) for female Utilities,Median earnings (dollars) for female Information,Median earnings (dollars) for female Finance and insurance,Median earnings (dollars) for female Real estate and rental and leasing,"Median earnings (dollars) for female Professional, scientific, and technical services",Median earnings (dollars) for female Management of companies and enterprises,Median earnings (dollars) for female Administrative and support and waste management services,Median earnings (dollars) for female Educational services,Median earnings (dollars) for female Health care and social assistance,"Median earnings (dollars) for female Arts, entertainment, and recreation",Median earnings (dollars) for female Accommodation and food services,"Median earnings (dollars) for female Other services, except public administration",Median earnings (dollars) for female Public administration,Women's earnings as a percentage of men's earning,"Women's earnings as a percentage of men's earning Agriculture, forestry, fishing and hunting","Women's earnings as a percentage of men's earning Mining, quarrying, and oil and gas extraction",Women's earnings as a percentage of men's earning Construction,Women's earnings as a percentage of men's earning Manufacturing,Women's earnings as a percentage of men's earning Wholesale trade,Women's earnings as a percentage of men's earning Retail trade,Women's earnings as a percentage of men's earning Transportation and warehousing,Women's earnings as a percentage of men's earning Utilities,Women's earnings as a percentage of men's earning Information,Women's earnings as a percentage of men's earning Finance and insurance,Women's earnings as a percentage of men's earning Real estate and rental and leasing,"Women's earnings as a percentage of men's earning Professional, scientific, and technical services",Women's earnings as a percentage of men's earning Management of companies and enterprises,Women's earnings as a percentage of men's earning Administrative and support and waste management services,Women's earnings as a percentage of men's earning Educational services,Women's earnings as a percentage of men's earning Health care and social assistance,"Women's earnings as a percentage of men's earning Arts, entertainment, and recreation",Women's earnings as a percentage of men's earning Accommodation and food services,"Women's earnings as a percentage of men's earning Other services, except public administration",Women's earnings as a percentage of men's earning Public administration
91371,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91377,77329,-,-,54470,126250,168244,50268,53942,128026,94737,112554,75611,105881,-,70795,44632,64583,54679,22153,22059,105568,105869,-,-,54470,119107,168244,69519,99750,128026,100648,123060,111917,131417,-,95050,50521,103897,58750,85268,19602,105985,57558,-,-,-,133591,-,25921,-,-,68125,96188,61740,82283,-,70682,38750,58594,26544,"2,500-",25060,80208,54.4,-,-,-,112.2,-,37.3,-,-,67.7,78.2,55.2,62.6,-,74.4,76.7,56.4,45.2,-,127.8,75.7
91381,78563,-,-,92429,78550,34583,43750,44760,101625,127663,133425,58750,86991,-,64583,50833,96250,31741,25938,50125,80357,96435,-,-,122797,118864,52679,45650,42837,101188,131771,166339,68542,125438,-,64583,88333,143167,75625,30202,37411,80345,61373,-,-,33182,45078,27131,39315,76429,-,94028,86625,31458,60074,-,-,48125,84559,10893,4375,50250,80417,63.6,-,-,27,37.9,51.5,86.1,178.4,-,71.4,52.1,45.9,47.9,-,-,54.5,59.1,14.4,14.5,134.3,100.1
91384,52803,23550,-,60375,54321,39583,23250,54824,128281,100781,73945,54313,59271,-,35458,48780,58750,15637,21484,33550,107756,61775,24050,-,61438,58355,44792,26213,55048,129492,115000,117857,58304,64196,-,37458,75583,72917,21250,21404,55786,114193,39060,-,-,-,49464,38527,20719,53854,59625,64023,65673,41974,55536,-,20781,37240,56229,12188,21603,20651,62083,63.2,-,-,-,84.8,86,79,97.8,46,55.7,55.7,72,86.5,-,55.5,49.3,77.1,57.4,100.9,37,54.4
91387,47542,45833,-,64127,59093,53289,26883,31380,86786,81034,68393,32313,75568,220833,49932,45833,44334,42100,16907,23506,80455,58780,46333,-,70833,64521,62647,35149,32093,105972,81897,93333,36891,88194,-,76691,68125,63935,60781,19107,30417,95441,38936,-,-,43831,48375,42059,21568,29583,82885,64091,65087,26645,63218,-,38382,41864,42599,20268,16203,12487,76373,66.2,-,-,61.9,75,67.1,61.4,92.2,78.2,78.3,69.7,72.2,71.7,-,50,61.5,66.6,33.3,84.8,41.1,80
91390,52395,21713,-,71250,81745,110729,25799,52965,75052,69280,97188,31250,83452,-,31063,59410,40194,32460,13440,19861,101667,64087,43603,-,72989,85926,119886,26722,53198,77543,76304,105208,21250,109669,-,35417,54806,51875,32361,13853,22500,114615,42852,21019,-,49500,63594,76029,15568,39444,48750,51125,60083,31797,62875,-,25125,60250,32230,32625,7500,10774,73910,66.9,48.2,-,67.8,74,63.4,58.3,74.1,62.9,67,57.1,149.6,57.3,-,70.9,109.9,62.1,100.8,54.1,47.9,64.5
91401,31037,26016,-,30725,34318,37396,22697,23625,-,61816,53288,23173,64611,-,24655,36478,31936,35798,22435,18450,38458,34316,26875,-,30370,47731,26184,21017,24679,-,58711,52821,21316,78625,-,30349,38092,45341,39417,26087,35975,41957,27066,-,-,44097,25724,50139,24725,17250,-,66711,54773,43681,44732,-,15455,35985,29000,24557,15827,14756,36958,78.9,-,-,145.2,53.9,191.5,117.6,69.9,-,113.6,103.7,204.9,56.9,-,50.9,94.5,64,62.3,60.7,41,88.1
91402,25244,21964,-,25557,27488,25983,22419,26508,62750,43309,43323,34444,42083,82000,20733,27399,28372,20354,20879,17318,30784,26795,25347,-,25601,31210,30317,24284,27450,39167,48487,51995,26923,50037,-,21908,30078,34947,18462,22305,26706,50234,21880,19286,-,18000,23995,21528,17061,22942,-,39737,40313,45755,35694,-,17039,27130,26511,20653,17710,14978,22059,81.7,76.1,-,70.3,76.9,71,70.3,83.6,-,82,77.5,169.9,71.3,-,77.8,90.2,75.9,111.9,79.4,56.1,43.9
91403,60843,-,-,36422,88189,71389,54028,49904,-,81912,91815,77317,75639,50972,41034,55353,61950,32156,32151,34323,79028,71009,-,-,37241,89566,65096,83108,48846,-,75738,102188,80625,82384,-,44605,67986,85313,30855,52610,81806,100250,51955,-,-,21369,51200,75712,32591,58646,-,86351,75714,75625,56942,-,40575,49231,54583,37279,28022,23839,54545,73.2,-,-,57.4,57.2,116.3,39.2,120.1,-,114,74.1,93.8,69.1,-,91,72.4,64,120.8,53.3,29.1,54.4
91405,26665,12250,-,27166,28063,35216,22784,38791,72328,53316,52194,37539,42325,-,22314,31667,31121,22132,19072,21424,25669,29815,-,-,27356,29594,37457,23906,39695,72328,57763,42070,43000,61983,-,27029,39976,34886,25091,23353,24429,23472,22478,4750,-,22206,25227,30179,21887,33205,-,44219,53203,26979,36193,-,16467,25423,30116,21678,14904,17057,25988,75.4,-,-,81.2,85.2,80.6,91.6,83.7,-,76.6,126.5,62.7,58.4,-,60.9,63.6,86.3,86.4,63.8,69.8,110.7
91406,31903,20972,-,30067,40289,37318,24891,37297,70278,62314,61325,30451,62083,-,26232,44298,39240,44018,20466,19245,50045,35165,9737,-,29759,40707,41786,27480,38478,86364,66250,53291,36696,64814,-,31285,39079,38250,44375,22529,28910,85345,29073,21528,-,30913,37857,31926,19000,32222,-,61919,63333,29303,41440,-,19252,48221,39411,31071,18021,16222,32298,82.7,221.1,-,103.9,93,76.4,69.1,83.7,-,93.5,118.8,79.9,63.9,-,61.5,123.4,103,70,80,56.1,37.8
91411,31452,-,-,26250,30240,35568,23686,29694,-,63359,63451,43000,61642,-,30167,41580,44386,41618,19347,21496,41893,32253,-,-,26448,40573,35208,19672,29340,-,69091,73281,47891,64050,-,31357,42335,43958,40882,24773,27218,75027,29055,-,-,21726,28476,35703,26473,31111,-,48938,28707,38616,61063,-,25957,36929,44718,48750,15000,16977,40286,90.1,-,-,82.1,70.2,101.4,134.6,106,-,70.8,39.2,80.6,95.3,-,82.8,87.2,101.7,119.2,60.5,62.4,53.7
91423,52348,31563,-,32183,77045,41658,39688,31062,81477,72127,79911,47826,66392,126932,46452,49800,54420,35313,20290,35724,78875,60488,-,-,31042,77534,41760,31394,23898,95795,75571,64464,48293,86393,126932,38750,51250,120581,43828,31948,54432,121094,48170,-,-,63309,74506,27300,40942,32891,73750,68561,93886,38438,50970,-,48636,48900,48333,30038,12929,25602,67583,79.6,-,-,203.9,96.1,65.4,130.4,137.6,77,90.7,145.6,79.6,59,-,125.5,95.4,40.1,68.5,40.5,47,55.8
91436,77029,-,-,76000,108030,73828,41420,187713,114141,100139,143967,72708,108558,-,54314,71250,76167,41635,23649,41417,87292,101914,-,-,54891,36917,79524,42784,187713,114141,96912,162011,"250,000+",192222,-,54052,89375,166134,37434,85265,42350,88125,56818,-,-,-,109360,55875,41278,-,-,102361,101333,26375,64543,-,61016,70032,51017,41731,22804,17011,86406,55.8,-,-,-,296.2,70.3,96.5,-,-,105.6,62.5,-,33.6,-,112.9,78.4,30.7,111.5,26.7,40.2,98
91501,42971,-,-,49125,66286,45333,23707,31810,-,62014,60556,54940,64052,-,28141,41217,42873,41406,18989,29865,104107,48750,-,-,50000,68125,47417,27125,32184,-,77396,56908,99125,87222,-,28558,42228,50294,70000,19561,30408,88611,37500,-,-,43833,55435,31250,22096,14318,-,45050,61181,52991,41223,-,27933,40769,42386,21146,14653,29032,123235,76.9,-,-,87.7,81.4,65.9,81.5,44.5,-,58.2,107.5,53.5,47.3,-,97.8,96.5,84.3,30.2,74.9,95.5,139.1
91502,37706,-,-,23587,37130,31550,27625,38080,-,41630,83611,45750,58810,-,35295,51635,38750,47500,25247,21513,39444,42641,-,-,29167,41786,22437,31528,39330,-,65298,-,41681,57188,-,36906,32232,44750,73553,20668,12083,31141,32585,-,-,-,36204,47813,25859,20000,-,32985,96042,47333,59911,-,31327,59167,38125,32079,26483,21711,52902,76.4,-,-,-,86.6,213.1,82,50.9,-,50.5,-,113.6,104.8,-,84.9,183.6,85.2,43.6,128.1,179.7,169.9
91504,48519,29432,131750,39954,51528,58266,28758,43977,94595,69800,78417,54063,75838,-,34177,31323,59085,41957,17884,30763,72375,57559,29432,-,38750,71688,53813,32596,51574,93716,74342,87969,100852,77200,-,35625,37218,81343,61099,20833,27426,72250,39624,-,-,107632,31532,59032,25898,26842,-,55833,51719,32125,59205,-,21719,30233,54223,31724,15540,38239,82614,68.8,-,-,277.8,44,109.7,79.5,52,-,75.1,58.8,31.9,76.7,-,61,81.2,66.7,51.9,74.6,139.4,114.3
91505,54013,-,-,39318,54364,63615,28242,47646,119219,82704,98750,46111,67500,81458,43533,40547,51959,48313,20663,33333,81058,61914,-,-,39602,61875,75238,37120,47979,126563,90472,89432,41636,73796,-,41382,37584,66583,68315,27321,48750,117000,50108,-,-,32132,52917,62750,24537,36071,89583,78656,109125,72778,63909,81458,67500,49330,50746,26186,14362,28281,63125,80.9,-,-,81.1,85.5,83.4,66.1,75.2,70.8,86.9,122,174.8,86.6,-,163.1,131.3,76.2,38.3,52.6,58,54
91506,52080,-,-,69208,80784,41316,32098,44138,146222,67257,77454,105536,67063,-,54745,54974,43490,64698,25171,25000,56250,65000,-,-,68500,100240,41447,32455,48468,146222,86724,98594,106131,85208,-,62885,66563,44708,70909,14509,29792,84219,44488,-,-,80625,40694,39891,25625,36172,-,61917,59417,94375,61541,-,45500,52798,42382,60694,25634,20577,46346,68.4,-,-,117.7,40.6,96.2,79,74.6,-,71.4,60.3,88.9,72.2,-,72.4,79.3,94.8,85.6,176.7,69.1,55
91601,36783,73304,-,42654,29633,35686,32527,26314,26510,57663,57380,31767,48013,-,22788,36045,37132,34815,26113,24828,74375,38417,22679,-,42331,47554,35735,33737,25975,21964,62079,62841,41932,65268,-,22113,36222,42653,34976,26228,27141,109438,33724,150443,-,43333,27817,14946,27004,31818,-,51421,55994,27025,38929,-,32813,35759,36833,32283,25807,21193,63295,87.8,663.4,-,102.4,58.5,41.8,80,122.5,-,82.8,89.1,64.4,59.6,-,148.4,98.7,86.4,92.3,98.4,78.1,57.8
91602,50603,-,-,55162,56618,48869,37127,40405,-,71415,60341,50156,64583,76611,32288,59881,42750,44725,27902,32353,105000,53755,-,-,55741,64500,49821,42788,40912,-,83220,56705,44531,63431,76827,41250,85670,34750,48851,28750,45341,103409,47130,-,-,-,54868,41167,27375,21513,-,64952,63625,50694,68000,-,31695,48988,51250,43305,27902,31610,105427,87.7,-,-,-,85.1,82.6,64,52.6,-,78,112.2,113.8,107.2,-,76.8,57.2,147.5,88.6,97.1,69.7,102
91604,66726,-,-,60700,71969,78304,40205,57656,115500,85155,100694,82721,95625,-,50714,61635,54718,61169,30275,30304,108750,76990,-,-,61875,80179,109077,46875,67298,93587,80121,144706,85728,105584,-,53657,61250,69464,72439,30659,30132,167589,55904,-,-,54886,70976,53676,35104,-,-,85947,60511,57105,90111,-,39432,65556,50841,44540,24350,30486,81012,72.6,-,-,88.7,88.5,49.2,74.9,-,-,107.3,41.8,66.6,85.3,-,73.5,107,73.2,61.5,79.4,101.2,48.3
91605,29207,23688,42059,31620,30411,30582,21656,30604,90189,39327,60360,30727,43111,-,26236,26942,33686,28217,22083,23589,42625,31140,12431,-,31238,31769,31422,25241,30561,90568,41082,61250,31366,34212,-,30238,40625,47531,30893,26007,25964,56736,25994,-,-,45452,27755,23594,18737,31058,-,31761,56250,26481,48913,-,17113,25130,31636,25608,19381,21811,32337,83.5,-,-,145.5,87.4,75.1,74.2,101.6,-,77.3,91.8,84.4,143,-,56.6,61.9,66.6,82.9,74.5,84,57
91606,31350,108750,-,31250,31264,41042,27132,31862,100417,49259,57958,36932,31556,-,22917,36040,35030,39093,23065,22650,41382,35007,-,-,31173,40801,35577,38763,32287,100769,49783,63078,45608,43875,-,21989,36519,40231,44637,23825,26791,78750,27211,-,-,53750,26250,51976,21985,27000,-,46932,53462,26875,22351,-,24358,35094,33584,30685,22518,19679,30231,77.7,-,-,172.4,64.3,146.1,56.7,83.6,-,94.3,84.8,58.9,50.9,-,110.8,96.1,83.5,68.7,94.5,73.5,38.4
91607,43636,-,-,51010,50208,58750,32311,37149,105417,64397,76901,30529,63202,-,51750,49859,41618,36997,32719,28750,54219,50809,-,-,47452,52034,66917,48151,36453,106667,70646,93000,37864,64984,-,84245,31923,43656,40787,34363,23750,76542,38739,-,-,129306,32404,36594,17310,122813,-,54792,75313,26155,58556,-,22407,53504,40711,31346,30393,30846,31453,76.2,-,-,272.5,62.3,54.7,35.9,336.9,-,77.6,81,69.1,90.1,-,26.6,167.6,93.3,76.9,88.4,129.9,41.1
91608,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91701,48091,38333,99135,71855,50673,53010,36392,48333,111202,35056,64640,42706,53224,-,25313,53953,49208,30804,21023,25820,83850,58498,38333,99135,75050,58594,59000,50194,49668,123137,30679,101175,48417,80486,-,16724,62398,53635,53900,25000,46591,104886,40795,-,-,51947,35096,44593,26708,33009,85735,62589,51667,40375,41555,-,38023,45523,46625,17823,13342,19688,70664,69.7,-,-,69.2,59.9,75.6,53.2,66.5,69.6,204,51.1,83.4,51.6,-,227.4,73,86.9,33.1,53.4,42.3,67.4
91702,28368,16458,52560,35273,32699,34219,21188,30000,80341,44646,47426,29000,43511,-,27202,18327,35166,16486,15948,17331,58925,31451,18393,46890,34318,38737,38826,25338,31519,90417,53750,61583,35223,49655,-,27013,24764,36250,17119,19143,30755,71691,24956,15938,-,42500,25810,31822,18438,23633,67813,37804,31875,28536,39327,-,27926,16341,34934,15691,13542,12211,53357,79.3,86.7,-,123.8,66.6,82,72.8,75,75,70.3,51.8,81,79.2,-,103.4,66,96.4,91.7,70.7,39.7,74.4
91706,28375,20833,-,33474,31593,29333,21101,30103,42440,27353,43656,36927,35604,31351,26340,30515,31084,18333,17307,23102,42500,30950,22837,-,32344,35749,31386,25236,31588,41250,42708,68125,36719,36425,-,29097,35625,30660,21140,18793,27243,48534,24321,14732,-,45536,25910,26894,18837,23500,-,26467,36154,40833,32292,31351,18276,28942,31229,15457,15667,19191,39821,78.6,64.5,-,140.8,72.5,85.7,74.6,74.4,-,62,53.1,111.2,88.7,-,62.8,81.2,101.9,73.1,83.4,70.4,82
91708,51417,-,-,-,62083,51875,-,35833,-,-,52188,-,35547,-,45398,86645,60388,-,-,63464,-,50583,-,-,-,-,22375,-,35833,-,-,82952,-,29167,-,-,-,81458,-,-,-,-,53010,-,-,-,-,-,-,-,-,-,-,-,43482,-,-,86645,42132,-,-,-,-,104.8,-,-,-,-,-,-,-,-,-,-,-,149.1,-,-,-,51.7,-,-,-,-
91709,53132,21349,105927,60561,66458,57313,31353,57946,108068,53500,74583,63649,59065,38088,52649,54021,54372,14529,16635,34615,89034,61158,21974,-,60391,77321,63250,33464,49946,124323,63235,93386,72125,76399,-,55568,55156,81925,13176,16810,49324,102169,43680,15673,-,63654,50000,52765,30783,59526,85547,27661,55000,43072,42151,-,46250,51667,51308,15971,16400,14668,70761,71.4,71.3,-,105.4,64.7,83.4,92,119.2,68.8,43.7,58.9,59.7,55.2,-,83.2,93.7,62.6,121.2,97.6,29.7,69.3
91710,37376,29840,66146,38869,40925,51089,26294,37634,80707,40625,52854,42596,62758,46136,27034,47325,40092,27268,17284,27440,78125,44426,22299,-,39241,46767,58139,30254,40934,81500,41202,57642,45591,71280,-,28654,52859,61337,32115,20092,32170,81674,31420,41577,-,38125,31807,36974,21855,24432,78333,32341,48053,39414,44917,-,24250,43472,32706,19125,15368,22563,65265,70.7,186.5,-,97.2,68,63.6,72.2,59.7,96.1,78.5,83.4,86.5,63,-,84.6,82.2,53.3,59.6,76.5,70.1,79.9
91711,48584,9276,-,62473,59583,89500,31317,37581,112969,24596,64915,24750,76150,-,43654,52954,66287,13688,12514,32642,80807,61151,8625,-,62261,79674,109205,39091,49808,120735,26346,134583,24694,95313,-,45313,55926,212813,18616,12614,42188,106538,36280,-,-,63500,28750,30580,12917,27955,77452,7880,60658,30250,59100,-,6000,50510,49671,12286,9766,28207,54375,59.3,-,-,102,36.1,28,33,56.1,64.2,29.9,45.1,122.5,62,-,13.2,90.3,23.3,66,77.4,66.9,51
91722,36672,30469,-,43211,42217,40972,21987,44301,108542,59338,45826,32303,32334,-,27083,39467,40433,37470,16690,26021,80990,40940,32188,-,38309,50451,39427,23919,46008,109107,71714,70682,35250,36012,-,30430,37548,40118,41377,20914,42917,91488,31496,26125,-,51563,31370,42835,20767,42684,108445,44732,39006,32171,31384,-,14896,40724,40890,9426,13646,18578,37470,76.9,81.2,-,134.6,62.2,108.6,86.8,92.8,99.4,62.4,55.2,91.3,87.1,-,49,108.5,101.9,22.8,65.2,43.3,41
91723,37628,81458,-,40417,45156,32294,23583,43672,67545,72188,54697,36397,50563,-,22253,45822,38315,16769,23046,30093,53615,42218,40909,-,36500,38281,47895,27703,49079,75650,83417,58006,25714,52308,-,31125,56900,35886,17193,17475,41250,91932,32313,-,-,82589,46328,25000,21875,21833,62857,69323,50509,37132,42273,-,16250,45171,41719,14477,23178,19071,46161,76.5,-,-,226.3,121,52.2,79,44.5,83.1,83.1,87.1,144.4,80.8,-,52.2,79.4,116.3,84.2,132.6,46.2,50.2
91724,41404,19602,-,50797,54651,28837,27925,41211,91319,43854,68011,32383,50847,-,29902,52373,36103,22756,19945,35938,64901,42625,30089,-,51109,52917,28083,39840,48269,109792,41912,56696,32143,52332,-,29063,59821,31141,16705,22730,43321,57857,37471,-,-,33750,58833,30750,21975,30673,82330,44132,69545,32450,47852,-,31493,49396,36635,23594,17969,29453,67625,87.9,-,-,66,111.2,109.5,55.2,63.5,75,105.3,122.7,101,91.4,-,108.4,82.6,117.6,141.2,79.1,68,116.9
91730,41114,19042,81042,51238,49524,38105,26638,36917,79432,46677,50406,37773,54102,74904,31263,50906,48356,21875,17170,26217,70399,48005,26419,81042,50806,57629,50714,32328,38183,80179,46128,61708,38472,78036,123438,32100,58321,65386,29875,21151,45703,81298,34213,16331,-,51923,34980,30840,18303,24779,72143,50978,46455,37636,38228,-,28565,45263,45080,20876,16508,16571,54363,71.3,61.8,-,102.2,60.7,60.8,56.6,64.9,90,110.5,75.3,97.8,49,-,89,77.6,68.9,69.9,78,36.3,66.9
91731,25323,14531,-,26250,26768,26083,23648,26932,47396,65000,43371,52404,42273,-,22033,52833,28964,21360,20920,18789,35581,27017,19519,-,25280,31646,28836,24531,32042,72292,55357,42689,75882,47941,-,22649,54145,36635,21507,21371,17936,27237,22357,5500,-,45875,21786,23198,21750,16815,-,-,46875,-,31023,-,15694,32125,25437,19861,20160,20308,37273,82.8,28.2,-,181.5,68.8,80.4,88.7,52.5,-,-,109.8,-,64.7,-,69.3,59.3,69.4,92.3,94.3,113.2,136.8
91732,25221,19697,-,27229,26701,22562,23822,30572,83229,40208,38973,27298,42708,-,21265,30913,25592,23415,18525,21148,44662,27697,19300,-,27110,32362,22626,26721,30972,83958,49306,49643,27379,40043,-,24012,32214,31222,37880,20743,26612,44870,21685,20268,-,31071,22864,22446,21286,25000,76625,31648,38082,22083,45968,-,15391,27288,23673,18649,17237,16931,44279,78.3,105,-,114.6,70.7,99.2,79.7,80.7,91.3,64.2,76.7,80.7,114.8,-,64.1,84.7,75.8,49.2,83.1,63.6,98.7
91733,25242,20156,-,32130,26694,23364,21286,31098,63906,26458,36463,21208,37414,-,24227,31211,27214,25441,17406,19195,40375,28382,21563,-,32176,29259,23814,23993,33672,65625,23571,40000,40521,40066,-,26528,36848,33519,16838,19265,23189,40000,21809,-,-,20417,24063,22114,18162,23875,20781,35417,31806,21000,29583,-,22101,29783,25207,26125,16314,14003,40750,76.8,-,-,63.5,82.2,92.9,75.7,70.9,31.7,150.3,79.5,51.8,73.8,-,83.3,80.8,75.2,155.2,84.7,60.4,101.9
91737,48949,-,-,81667,65278,49844,30707,24107,84317,71960,72143,41292,57841,-,39773,56471,59840,21667,15864,24365,70833,60201,-,-,93000,80811,49896,32841,43482,83933,71193,90938,40083,94615,-,38523,88073,81852,20833,17212,38672,89737,39602,-,-,62935,53108,39886,17422,19543,114297,90552,62083,51607,55881,-,40859,48056,55850,28000,15545,20179,47705,65.8,-,-,67.7,65.7,79.9,53,44.9,136.2,127.2,68.3,128.8,59.1,-,106.1,54.6,68.2,134.4,90.3,52.2,53.2
91739,55631,-,-,61574,53254,78177,30270,35113,97206,62981,63290,47658,66591,-,46283,70551,59844,32127,17719,38438,98981,64686,-,-,62353,69754,78094,31601,36975,95221,62548,64110,61850,63750,-,102868,85642,63289,30938,33824,70179,102870,45201,-,-,27298,28875,78594,18875,23500,-,-,61533,42321,68920,-,45313,54436,57833,42614,15061,28553,73548,69.9,-,-,43.8,41.4,100.6,59.7,63.6,-,-,96,68.4,108.1,-,44,63.6,91.4,137.7,44.5,40.7,71.5
91740,43580,31389,-,52917,54886,59952,29188,56125,90577,26917,50775,42404,59514,-,32008,52409,46927,18750,20273,31042,54657,50960,31250,-,50234,60721,79844,40588,32330,92007,83750,50772,40769,75875,-,40972,62000,52455,18281,17368,36691,78438,36443,-,-,71563,50433,57745,25183,62321,64896,15398,50778,47695,36897,-,15833,50945,36315,20163,21176,19492,48359,71.5,-,-,142.5,83.1,72.3,62,192.8,70.5,18.4,100,117,48.6,-,38.6,82.2,69.2,110.3,121.9,53.1,61.7
91741,46815,20833,-,63678,67611,64063,30226,23571,118347,62188,95208,75417,102331,-,30602,39786,45272,27188,14483,20769,105791,69375,20677,-,64104,81250,83750,38942,35924,117772,96477,106250,102125,128950,-,30212,45938,100045,29091,21797,37804,112788,35185,-,-,52857,39934,49013,20833,15264,123750,34839,61813,41477,31897,-,31339,38151,40082,19591,13189,16115,101012,50.7,-,-,82.5,49.1,58.5,53.5,42.5,105.1,36.1,58.2,40.6,24.7,-,103.7,83,40.1,67.3,60.5,42.6,89.6
91744,28740,30524,-,30981,31189,27682,25456,31692,69896,55682,41059,31667,41357,57000,26429,31388,31075,20286,16993,24482,48396,31573,31450,-,31276,36602,28413,28655,35812,70987,60406,48380,41667,43718,-,30115,42852,32199,21953,18529,37669,54954,25277,12333,-,26471,25347,26948,21690,26810,63750,29596,40243,26875,37689,52750,19747,27639,30483,15694,16233,18914,44464,80.1,39.2,-,84.6,69.3,94.8,75.7,74.9,89.8,49,83.2,64.5,86.2,-,65.6,64.5,94.7,71.5,87.6,50.2,80.9
91745,40425,42625,-,55093,41842,40352,27950,47083,79712,64440,58618,43697,51970,-,26115,52067,40197,25326,19117,32110,73605,46355,44063,-,56063,45250,44688,37701,48953,95268,64418,76500,47632,64564,-,27466,64271,43886,26985,22656,38428,98029,31899,20288,-,43583,36523,36013,22540,37330,70089,75089,42165,32258,39536,-,21061,42500,38088,21389,16142,22305,54448,68.8,46,-,77.7,80.7,80.6,59.8,76.3,73.6,116.6,55.1,67.7,61.2,-,76.7,66.1,86.8,79.3,71.2,58,55.5
91746,30123,17500,-,31563,32146,35112,23273,32320,61563,44375,37880,36534,30995,-,30212,35646,26622,21493,21623,20998,47500,33686,17250,-,31719,34877,36348,29531,34107,85341,50556,34333,35966,43036,-,33625,36076,31198,25921,26250,22150,71797,25208,20556,-,21094,28523,30500,21483,28929,-,-,38315,63333,24609,-,23529,33750,25667,20057,15795,18804,31544,74.8,119.2,-,66.5,81.8,83.9,72.7,84.8,-,-,111.6,176.1,57.2,-,70,93.6,82.3,77.4,60.2,84.9,43.9
91748,33257,21333,-,36776,49167,37237,26143,39063,63026,53672,52500,40000,45445,-,24079,32125,34595,25285,20857,27036,73281,39177,21583,-,36184,53860,38125,30994,41897,49297,42314,62045,59583,53295,-,21208,31528,41146,26162,21897,28684,85196,30340,14861,-,63625,41984,32443,22324,29833,76845,59904,48036,17917,37528,-,26277,32656,32290,18661,19816,26036,38523,77.4,68.9,-,175.8,78,85.1,72,71.2,155.9,141.6,77.4,30.1,70.4,-,123.9,103.6,78.5,71.3,90.5,90.8,45.2
